,tweetcreatedts,username,description,location,following,followers,totaltweets,retweetcount,text,hashtags,userID
328,2021-04-27 02:00:22,MBTA_Parking,"Tweeting weekday morning updates about @MBTA parking garages: Alewife, Beverly, Braintree, Route 128, Salem, Quincy Adams, Wonderland, and Woodland.","Boston, MA",2,2205,22137,0,"#Parking Availability @ 10:00 PM

Alewife: 2269 free spaces (3% full)
Beverly: 347 (13%)
Quincy Adams: 775 (1%)
Route 128: 2045 (6%)
Salem: 668 (1%)
Wonderland: 1413 (1%)
Woodland: 530 (0%)",['Parking'],999342579790557194
329,2021-04-27 01:45:56,MBTA_Parking,"Tweeting weekday morning updates about @MBTA parking garages: Alewife, Beverly, Braintree, Route 128, Salem, Quincy Adams, Wonderland, and Woodland.","Boston, MA",2,2205,22137,0,"#Parking Availability @ 9:45 PM

Alewife: 2268 free spaces (3% full)
Beverly: 347 (13%)
Quincy Adams: 775 (1%)
Route 128: 2045 (6%)
Salem: 667 (1%)
Wonderland: 1412 (1%)
Woodland: 529 (1%)",['Parking'],999342579790557194
330,2021-04-27 01:32:44,SPPlusCareers,"SP+ (SP Plus) is a diverse provider of professional parking, ground transportation, facility maintenance, security, & event logistics services.  #Hiring #jobs",,126,809,1743,0,"Ever thought about a job in #parking? With over 4,000 locations across the US and Canada, SP + is looking for new team members in Cleveland, OH. Check out our Shuttle Driver DOT opportunity. https://t.co/YkM2vNy42W #DOT","['parking', 'DOT']",928378622121070593
331,2021-04-27 01:25:23,frances_twitr,"Feminist. Urban life, environment, history, social issues, human evolution.  All Tweets and Retweets reflect personal viewpoints only. She/Her #AnthroHonsBA",Ontario,1377,1372,39749,4,"Should we have ""more housing choices for residents who don’t want to pay for #parking and prefer cheaper, more sustainable transportation options"" in #yyj? https://t.co/J7ZsuiWvGt #yyjpoli #yyjbike",['parking'],1400022122
332,2021-04-27 01:24:51,SPPlusCareers,"SP+ (SP Plus) is a diverse provider of professional parking, ground transportation, facility maintenance, security, & event logistics services.  #Hiring #jobs",,126,809,1743,0,"Ever thought about a job in #parking? With over 4,000 locations across the US and Canada, SP + is looking for new team members in New York, NY. Check out our Attendant opportunity. https://t.co/o8k6EDXsK4 #CustomerService","['parking', 'CustomerService']",928378622121070593
333,2021-04-27 01:06:12,bmurphypointman,#affiliate #affiliatemarketing #bitcoin #business  #cryptocurrency #doge #deals #discount #gifts #marketing #shopping #socialmedia #travel #twitter #webtalk,"Bay Area, CA",4823,69595,1047327,0,#linkedin #twitter #facebook #instagram #bitcoin #socialmedia #pinterest #dogecoin #deal #gift #gifts #giftideas #shop #shopping #discountoffer #shoppingonline #parking #airport Save Up To 70% For A Limited Time Only On #airportparking https://t.co/UsGkiUEntP,"['linkedin', 'twitter', 'facebook', 'instagram', 'bitcoin', 'socialmedia', 'pinterest', 'dogecoin', 'deal', 'gift', 'gifts', 'giftideas', 'shop', 'shopping', 'discountoffer', 'shoppingonline', 'parking', 'airport', 'airportparking']",617853906
334,2021-04-27 01:00:32,MBTA_Parking,"Tweeting weekday morning updates about @MBTA parking garages: Alewife, Beverly, Braintree, Route 128, Salem, Quincy Adams, Wonderland, and Woodland.","Boston, MA",2,2205,22137,0,"#Parking Availability @ 9:00 PM

Alewife: 2261 free spaces (3% full)
Beverly: 349 (13%)
Quincy Adams: 775 (1%)
Route 128: 2045 (6%)
Salem: 667 (1%)
Wonderland: 1408 (1%)
Woodland: 530 (0%)",['Parking'],999342579790557194
335,2021-04-27 00:35:00,michtom20,"Without a liveable planet, there is no such thing as an economy- Michael  E. Mann",,3732,2123,13023,4,"Should we have ""more housing choices for residents who don’t want to pay for #parking and prefer cheaper, more sustainable transportation options"" in #yyj? https://t.co/J7ZsuiWvGt #yyjpoli #yyjbike",['parking'],1048876639
336,2021-04-27 00:31:23,Eric_Doherty,Transportation planner. He / him. Words @NatObserver @georgiastraight @ricochet_en #Transit #ClimateJustice  🚎🚲♿️🚶‍♀️Born 320 ppm CO2.,"Victoria, BC",3069,3554,39815,4,"Should we have ""more housing choices for residents who don’t want to pay for #parking and prefer cheaper, more sustainable transportation options"" in #yyj? https://t.co/J7ZsuiWvGt #yyjpoli #yyjbike",['parking'],515056851
337,2021-04-27 00:30:36,MBTA_Parking,"Tweeting weekday morning updates about @MBTA parking garages: Alewife, Beverly, Braintree, Route 128, Salem, Quincy Adams, Wonderland, and Woodland.","Boston, MA",2,2205,22137,0,"#Parking Availability @ 8:30 PM

Alewife: 2257 free spaces (3% full)
Beverly: 349 (13%)
Quincy Adams: 775 (1%)
Route 128: 2045 (6%)
Salem: 665 (1%)
Wonderland: 1405 (2%)
Woodland: 529 (1%)",['Parking'],999342579790557194
338,2021-04-27 00:24:43,SPPlusCareers,"SP+ (SP Plus) is a diverse provider of professional parking, ground transportation, facility maintenance, security, & event logistics services.  #Hiring #jobs",,126,809,1743,0,"Ever thought about a job in #parking? With over 4,000 locations across the US and Canada, SP + is looking for new team members in Jacksonville, FL. Check out our Shuttle Driver PDOT opportunity. https://t.co/7JHGFtg3ac #Transportation","['parking', 'Transportation']",928378622121070593
339,2021-04-27 00:20:38,SPPlusCareers,"SP+ (SP Plus) is a diverse provider of professional parking, ground transportation, facility maintenance, security, & event logistics services.  #Hiring #jobs",,126,809,1743,0,"Find your spot in #parking! We currently have Parking Operations openings in Tukwila, WA. #CareerGrowth https://t.co/7EPTUZd7nv","['parking', 'CareerGrowth']",928378622121070593
340,2021-04-27 00:08:00,NathanDavidowi1,UBC grad. https://t.co/05ObmaIK4t Math and Statistics also taken courses in Transportation and Planning have been involved in Transit for over 45yrs.,,579,62,2635,4,"Should we have ""more housing choices for residents who don’t want to pay for #parking and prefer cheaper, more sustainable transportation options"" in #yyj? https://t.co/J7ZsuiWvGt #yyjpoli #yyjbike",['parking'],1129032126181994496
341,2021-04-27 00:06:13,bmurphypointman,#affiliate #affiliatemarketing #bitcoin #business  #cryptocurrency #doge #deals #discount #gifts #marketing #shopping #socialmedia #travel #twitter #webtalk,"Bay Area, CA",4823,69595,1047327,0,#linkedin #twitter #facebook #instagram #bitcoin #socialmedia #pinterest #dogecoin #deal #gift #gifts #giftideas #shop #discountoffer #shopping #shoppingonline #parking #airport Save Up To 70% For A Limited Time Only On #airportparking https://t.co/UsGkiUEntP,"['linkedin', 'twitter', 'facebook', 'instagram', 'bitcoin', 'socialmedia', 'pinterest', 'dogecoin', 'deal', 'gift', 'gifts', 'giftideas', 'shop', 'discountoffer', 'shopping', 'shoppingonline', 'parking', 'airport', 'airportparking']",617853906
342,2021-04-27 00:05:13,TransitYYJ,"We are the Better Transit Alliance of Greater Victoria, an organization of #transit riders advocating for better transit. #yyj #BeyondEVs","Victoria, British Columbia",651,887,2751,4,"Should we have ""more housing choices for residents who don’t want to pay for #parking and prefer cheaper, more sustainable transportation options"" in #yyj? https://t.co/J7ZsuiWvGt #yyjpoli #yyjbike","['parking', 'yyj', 'yyjpoli', 'yyjbike']",793849843248615424
343,2021-04-27 00:00:37,MBTA_Parking,"Tweeting weekday morning updates about @MBTA parking garages: Alewife, Beverly, Braintree, Route 128, Salem, Quincy Adams, Wonderland, and Woodland.","Boston, MA",2,2205,22137,0,"#Parking Availability @ 8:00 PM

Alewife: 2252 free spaces (3% full)
Beverly: 354 (12%)
Quincy Adams: 775 (1%)
Route 128: 2045 (6%)
Salem: 664 (1%)
Wonderland: 1401 (2%)
Woodland: 529 (1%)",['Parking'],999342579790557194
344,2021-04-26 23:30:40,MBTA_Parking,"Tweeting weekday morning updates about @MBTA parking garages: Alewife, Beverly, Braintree, Route 128, Salem, Quincy Adams, Wonderland, and Woodland.","Boston, MA",2,2205,22137,0,"#Parking Availability @ 7:30 PM

Alewife: 2236 free spaces (4% full)
Beverly: 357 (11%)
Quincy Adams: 775 (1%)
Route 128: 2045 (6%)
Salem: 664 (1%)
Wonderland: 1400 (2%)
Woodland: 523 (2%)",['Parking'],999342579790557194
345,2021-04-26 23:06:17,bmurphypointman,#affiliate #affiliatemarketing #bitcoin #business  #cryptocurrency #doge #deals #discount #gifts #marketing #shopping #socialmedia #travel #twitter #webtalk,"Bay Area, CA",4823,69595,1047327,0,#linkedin #twitter #facebook #instagram #bitcoin #socialmedia #pinterest #dogecoin #deal #gift #gifts #giftideas #discountoffer #shop #shopping #shoppingonline #parking #airport Save Up To 70% For A Limited Time Only On #airportparking https://t.co/UsGkiUEntP,"['linkedin', 'twitter', 'facebook', 'instagram', 'bitcoin', 'socialmedia', 'pinterest', 'dogecoin', 'deal', 'gift', 'gifts', 'giftideas', 'discountoffer', 'shop', 'shopping', 'shoppingonline', 'parking', 'airport', 'airportparking']",617853906
346,2021-04-26 23:00:47,MBTA_Parking,"Tweeting weekday morning updates about @MBTA parking garages: Alewife, Beverly, Braintree, Route 128, Salem, Quincy Adams, Wonderland, and Woodland.","Boston, MA",2,2205,22137,0,"#Parking Availability @ 7:00 PM

Alewife: 2228 free spaces (4% full)
Beverly: 360 (10%)
Quincy Adams: 775 (1%)
Route 128: 2045 (6%)
Salem: 660 (2%)
Wonderland: 1392 (3%)
Woodland: 515 (3%)",['Parking'],999342579790557194
347,2021-04-26 22:37:08,JennyVarley1,Stockton on my mind. Big Mood.,"Long Beach, CA",536,39,125,0,"Never fails, half empty parking lot and a car will park right next to me. Every. Single. Time. #parking",['parking'],969967671662948352
348,2021-04-26 22:30:51,MBTA_Parking,"Tweeting weekday morning updates about @MBTA parking garages: Alewife, Beverly, Braintree, Route 128, Salem, Quincy Adams, Wonderland, and Woodland.","Boston, MA",2,2205,22137,0,"#Parking Availability @ 6:30 PM

Alewife: 2217 free spaces (5% full)
Beverly: 366 (9%)
Quincy Adams: 775 (1%)
Route 128: 2045 (6%)
Salem: 654 (3%)
Wonderland: 1377 (4%)
Woodland: 513 (4%)",['Parking'],999342579790557194
349,2021-04-26 22:20:16,SPPlusCareers,"SP+ (SP Plus) is a diverse provider of professional parking, ground transportation, facility maintenance, security, & event logistics services.  #Hiring #jobs",,126,809,1743,0,"Find your space in the #parking industry! SP + is looking for a Maintenance Porter in Atlanta, GA. https://t.co/ZHj64i3usI #porter","['parking', 'porter']",928378622121070593
350,2021-04-26 22:06:20,bmurphypointman,#affiliate #affiliatemarketing #bitcoin #business  #cryptocurrency #doge #deals #discount #gifts #marketing #shopping #socialmedia #travel #twitter #webtalk,"Bay Area, CA",4823,69595,1047327,0,#linkedin #twitter #facebook #instagram #bitcoin #socialmedia #pinterest #dogecoin #deal #gift #gifts #discountoffer #giftideas #shop #shopping #shoppingonline #parking #airport Save Up To 70% For A Limited Time Only On #airportparking https://t.co/UsGkiUEntP,"['linkedin', 'twitter', 'facebook', 'instagram', 'bitcoin', 'socialmedia', 'pinterest', 'dogecoin', 'deal', 'gift', 'gifts', 'discountoffer', 'giftideas', 'shop', 'shopping', 'shoppingonline', 'parking', 'airport', 'airportparking']",617853906
351,2021-04-26 22:00:53,MBTA_Parking,"Tweeting weekday morning updates about @MBTA parking garages: Alewife, Beverly, Braintree, Route 128, Salem, Quincy Adams, Wonderland, and Woodland.","Boston, MA",2,2205,22137,0,"#Parking Availability @ 6:00 PM

Alewife: 2184 free spaces (6% full)
Beverly: 357 (11%)
Quincy Adams: 775 (1%)
Route 128: 2045 (6%)
Salem: 645 (4%)
Wonderland: 1362 (5%)
Woodland: 498 (6%)",['Parking'],999342579790557194
352,2021-04-26 21:50:09,SPPlusCareers,"SP+ (SP Plus) is a diverse provider of professional parking, ground transportation, facility maintenance, security, & event logistics services.  #Hiring #jobs",,126,809,1743,0,"Find your spot in #parking! We currently have Transportation/Shuttle Operations openings in St. Petersburg, FL. #CareerGrowth https://t.co/8SUdYbnLTr","['parking', 'CareerGrowth']",928378622121070593
353,2021-04-26 21:30:57,MBTA_Parking,"Tweeting weekday morning updates about @MBTA parking garages: Alewife, Beverly, Braintree, Route 128, Salem, Quincy Adams, Wonderland, and Woodland.","Boston, MA",2,2205,22137,0,"#Parking Availability @ 5:30 PM

Alewife: 2144 free spaces (8% full)
Beverly: 350 (13%)
Quincy Adams: 775 (1%)
Route 128: 2045 (6%)
Salem: 635 (6%)
Wonderland: 1334 (7%)
Woodland: 489 (8%)",['Parking'],999342579790557194
354,2021-04-26 21:20:06,SPPlusCareers,"SP+ (SP Plus) is a diverse provider of professional parking, ground transportation, facility maintenance, security, & event logistics services.  #Hiring #jobs",,126,809,1743,0,"Find your space in the #parking industry! SP + is looking for a Senior Manager in New York, NY. https://t.co/7u8rIbSXu0 #Hospitality","['parking', 'Hospitality']",928378622121070593
355,2021-04-26 21:13:35,fruckelicious,...I'm not even a little very fied,,10,9,1423,0,"Finding the best parking spot

Mr Bean 

 #parking #Mini #fun #humor https://t.co/xYnwskeuQV","['parking', 'Mini', 'fun', 'humor']",1340602210854551553
356,2021-04-26 21:10:54,REACTNottingham,A diverse team who apply the highest standards of excellence by responding positively to our citizens needs and engaging with stakeholders.,"Nottingham, England",726,1516,2364,3,"Complaint received recently about possible residential #parking permit misuse in a small scheme in @MyLeenValley

I worked with @REACTNottingham Officers today &amp; checked in detail 26 vehicles &amp; permits. 
2 penalties &amp; 3 warnings have been issued.

#YouAskedWeDid https://t.co/SLs5yTHwqz",['parking'],4000663157
357,2021-04-26 21:06:23,bmurphypointman,#affiliate #affiliatemarketing #bitcoin #business  #cryptocurrency #doge #deals #discount #gifts #marketing #shopping #socialmedia #travel #twitter #webtalk,"Bay Area, CA",4823,69595,1047327,0,#linkedin #twitter #facebook #instagram #bitcoin #socialmedia #pinterest #dogecoin #deal #gift #discountoffer #gifts #giftideas #shop #shopping #shoppingonline #parking #airport Save Up To 70% For A Limited Time Only On #airportparking https://t.co/UsGkiUEntP,"['linkedin', 'twitter', 'facebook', 'instagram', 'bitcoin', 'socialmedia', 'pinterest', 'dogecoin', 'deal', 'gift', 'discountoffer', 'gifts', 'giftideas', 'shop', 'shopping', 'shoppingonline', 'parking', 'airport', 'airportparking']",617853906
358,2021-04-26 21:00:59,MBTA_Parking,"Tweeting weekday morning updates about @MBTA parking garages: Alewife, Beverly, Braintree, Route 128, Salem, Quincy Adams, Wonderland, and Woodland.","Boston, MA",2,2205,22137,0,"#Parking Availability @ 5:00 PM

Alewife: 2113 free spaces (9% full)
Beverly: 350 (13%)
Quincy Adams: 775 (1%)
Route 128: 2045 (6%)
Salem: 625 (7%)
Wonderland: 1315 (8%)
Woodland: 472 (11%)",['Parking'],999342579790557194
359,2021-04-26 20:47:01,KimleyHorn,"As one of the country's premier design consulting firms, we have many disciplines but only one expertise: making our clients successful.",U.S.,1220,3980,1641,0,"Frictionless #parking solutions improve traffic flow, decrease operating costs, and increase revenue. Nick Mazzenga, P.E., co-authored @IPMInow's Guide to Frictionless Parking with info on developing successful solutions for your facility.   https://t.co/CBx1ntehCY",['parking'],50056003
360,2021-04-26 20:44:07,SPPlusCareers,"SP+ (SP Plus) is a diverse provider of professional parking, ground transportation, facility maintenance, security, & event logistics services.  #Hiring #jobs",,126,809,1743,0,"Ever thought about a job in #parking? With over 4,000 locations across the US and Canada, SP + is looking for new team members in Baltimore, MD. Check out our Cashier (Seasonal) opportunity. https://t.co/cgTMJMjAt4 #cashier","['parking', 'cashier']",928378622121070593
361,2021-04-26 20:31:02,MBTA_Parking,"Tweeting weekday morning updates about @MBTA parking garages: Alewife, Beverly, Braintree, Route 128, Salem, Quincy Adams, Wonderland, and Woodland.","Boston, MA",2,2205,22137,0,"#Parking Availability @ 4:31 PM

Alewife: 2088 free spaces (10% full)
Beverly: 355 (11%)
Quincy Adams: 775 (1%)
Route 128: 2045 (6%)
Salem: 617 (8%)
Wonderland: 1299 (9%)
Woodland: 445 (16%)",['Parking'],999342579790557194
362,2021-04-26 20:30:00,MBTA_Parking,"Tweeting weekday morning updates about @MBTA parking garages: Alewife, Beverly, Braintree, Route 128, Salem, Quincy Adams, Wonderland, and Woodland.","Boston, MA",2,2205,22137,0,"#Parking Availability @ 4:30 PM

Alewife: 2084 free spaces (11% full)
Beverly: 352 (12%)
Quincy Adams: 775 (1%)
Route 128: 2045 (6%)
Salem: 617 (8%)
Wonderland: 1299 (9%)
Woodland: 442 (17%)",['Parking'],999342579790557194
363,2021-04-26 20:06:20,bmurphypointman,#affiliate #affiliatemarketing #bitcoin #business  #cryptocurrency #doge #deals #discount #gifts #marketing #shopping #socialmedia #travel #twitter #webtalk,"Bay Area, CA",4823,69595,1047327,0,#linkedin #twitter #facebook #instagram #bitcoin #socialmedia #pinterest #dogecoin #deal #discountoffer #gift #gifts #giftideas #shop #shopping #shoppingonline #parking #airport Save Up To 70% For A Limited Time Only On #airportparking https://t.co/UsGkiUEntP,"['linkedin', 'twitter', 'facebook', 'instagram', 'bitcoin', 'socialmedia', 'pinterest', 'dogecoin', 'deal', 'discountoffer', 'gift', 'gifts', 'giftideas', 'shop', 'shopping', 'shoppingonline', 'parking', 'airport', 'airportparking']",617853906
364,2021-04-26 20:00:59,blogTO,"Toronto's source for local news and culture, restaurant reviews and the best of the city.",Toronto,11866,684520,98085,1,City of Toronto confuses people by blocking off parking at popular beach https://t.co/cKDpOepdSZ #Toronto #Beach #Parking,"['Toronto', 'Beach', 'Parking']",1223101
365,2021-04-26 20:00:06,MBTA_Parking,"Tweeting weekday morning updates about @MBTA parking garages: Alewife, Beverly, Braintree, Route 128, Salem, Quincy Adams, Wonderland, and Woodland.","Boston, MA",2,2205,22137,0,"#Parking Availability @ 4:00 PM

Alewife: 2064 free spaces (11% full)
Beverly: 351 (12%)
Quincy Adams: 775 (1%)
Route 128: 2045 (6%)
Salem: 609 (9%)
Wonderland: 1290 (10%)
Woodland: 419 (21%)",['Parking'],999342579790557194
366,2021-04-26 19:30:08,MBTA_Parking,"Tweeting weekday morning updates about @MBTA parking garages: Alewife, Beverly, Braintree, Route 128, Salem, Quincy Adams, Wonderland, and Woodland.","Boston, MA",2,2205,22137,0,"#Parking Availability @ 3:30 PM

Alewife: 2042 free spaces (12% full)
Beverly: 350 (13%)
Quincy Adams: 775 (1%)
Route 128: 2045 (6%)
Salem: 606 (10%)
Wonderland: 1270 (11%)
Woodland: 393 (26%)",['Parking'],999342579790557194
367,2021-04-26 19:20:06,ParqEx_Madison,The Private Parking Marketplace - Madison,"Madison, WI",60,28,2310,0,"Did these posts of our new #properties inspire you to download our #app?

Don't forget - if you're a first time user, use #promocode MYFIRSTTIME to get $5 off #parking!

https://t.co/NXYvuhTEBc

#ParqEx #ParkWithUs #Madison #Wisconsin https://t.co/jyDETcu0PP","['properties', 'app', 'promocode', 'parking', 'ParqEx', 'ParkWithUs', 'Madison', 'Wisconsin']",788053357319561216
368,2021-04-26 19:18:46,weincludedorg,"Environment • Society • Economy | Together, we're Reimagining Leadership! Join our #weincluded movement for @theglobalgoals | eMail: hello@weincluded.org",Global,3,2826,46027,2,"WEBINAR WEDNESDAY! Join us at 11CT / 12 ET to learn about the important role you can play in supporting an electric vehicle future. https://t.co/3mIH6aY9yc

#flashparking #flashfuture #parking #electricvehicles #evcharging #electriccars #mobility #sustainability https://t.co/PcG9RlUk1U",[],1090150145218424832
369,2021-04-26 19:15:06,FlashParking,Powering the Parking Evolution,Austin,235,370,588,2,"WEBINAR WEDNESDAY! Join us at 11CT / 12 ET to learn about the important role you can play in supporting an electric vehicle future. https://t.co/3mIH6aY9yc

#flashparking #flashfuture #parking #electricvehicles #evcharging #electriccars #mobility #sustainability https://t.co/PcG9RlUk1U","['flashparking', 'flashfuture', 'parking', 'electricvehicles', 'evcharging', 'electriccars', 'mobility', 'sustainability']",777948016154030080
370,2021-04-26 19:10:08,ParqEx_MKE,The SMART Parking Platform - Milwaukee,"Milwaukee, WI",97,66,2318,0,"Did these posts of our new #properties inspire you to download our #app?

Don't forget - if you're a first time user, use #promocode MYFIRSTTIME to get $5 off #parking!

https://t.co/N7PcrzZTtM

#ParqEx #ParkWithUs #Mke #Wisconsin https://t.co/niSxjEpH1l","['properties', 'app', 'promocode', 'parking', 'ParqEx', 'ParkWithUs', 'Mke', 'Wisconsin']",780842436515856384
371,2021-04-26 19:06:56,AllesUndNix_,"Retweet cool Stuff from around the World :-)

Thanks for Follow me..

Stay healthy ;-)","Baden-Württemberg, Deutschland",510,3820,172209,1,#linkedin #twitter #facebook #instagram #bitcoin #socialmedia #pinterest #dogecoin #discountoffer #deal #gift #gifts #giftideas #shop #shopping #shoppingonline #parking #airport Save Up To 70% For A Limited Time Only On #airportparking https://t.co/UsGkiUEntP,"['linkedin', 'twitter', 'facebook', 'instagram', 'bitcoin', 'socialmedia', 'pinterest', 'dogecoin', 'discountoffer', 'deal', 'gift', 'gifts']",1190354822551232512
372,2021-04-26 19:06:38,bmurphypointman,#affiliate #affiliatemarketing #bitcoin #business  #cryptocurrency #doge #deals #discount #gifts #marketing #shopping #socialmedia #travel #twitter #webtalk,"Bay Area, CA",4823,69595,1047327,1,#linkedin #twitter #facebook #instagram #bitcoin #socialmedia #pinterest #dogecoin #discountoffer #deal #gift #gifts #giftideas #shop #shopping #shoppingonline #parking #airport Save Up To 70% For A Limited Time Only On #airportparking https://t.co/UsGkiUEntP,"['linkedin', 'twitter', 'facebook', 'instagram', 'bitcoin', 'socialmedia', 'pinterest', 'dogecoin', 'discountoffer', 'deal', 'gift', 'gifts', 'giftideas', 'shop', 'shopping', 'shoppingonline', 'parking', 'airport', 'airportparking']",617853906
373,2021-04-26 19:01:36,ParqEx,ParqEx is The Smart Parking Platform that is transforming parking real-estate (855)727-7391.,United States,12024,30481,9393,0,"Did these posts of our new #properties inspire you to download our #app?

Don't forget - if you're a first time user, use #promocode MYFIRSTTIME to get $5 off #parking!

https://t.co/I31U4lmqiQ

#ParqEx #ParkWithUs https://t.co/1C4Vhmdxgh","['properties', 'app', 'promocode', 'parking', 'ParqEx', 'ParkWithUs']",2410066170
374,2021-04-26 19:00:10,MBTA_Parking,"Tweeting weekday morning updates about @MBTA parking garages: Alewife, Beverly, Braintree, Route 128, Salem, Quincy Adams, Wonderland, and Woodland.","Boston, MA",2,2205,22137,0,"#Parking Availability @ 3:00 PM

Alewife: 2025 free spaces (13% full)
Beverly: 350 (13%)
Quincy Adams: 775 (1%)
Route 128: 2045 (6%)
Salem: 598 (11%)
Wonderland: 1262 (12%)
Woodland: 385 (28%)",['Parking'],999342579790557194
375,2021-04-26 18:39:51,ECrowens,"#Writer of #nostalgia #Hollywood #Mystery #HistoricalFiction #TimeTravel #ConanDoyle
Seeking #Soulmate #filmproduction https://t.co/f4Tk7AXYj6",United States,3413,877,9754,0,Double-check your #valet #parking. Dude! Where's my #car? https://t.co/rnIPFYzMLo,"['valet', 'parking', 'car']",870170054
376,2021-04-26 18:30:15,MBTA_Parking,"Tweeting weekday morning updates about @MBTA parking garages: Alewife, Beverly, Braintree, Route 128, Salem, Quincy Adams, Wonderland, and Woodland.","Boston, MA",2,2205,22137,0,"#Parking Availability @ 2:30 PM

Alewife: 2012 free spaces (14% full)
Beverly: 347 (13%)
Quincy Adams: 775 (1%)
Route 128: 2045 (6%)
Salem: 591 (12%)
Wonderland: 1261 (12%)
Woodland: 374 (30%)",['Parking'],999342579790557194
377,2021-04-26 18:29:28,WalkBikeNow,I like talking about livable places. And utility and social and kid cycling. And places for all ages and abilities. The revolution will not be single file.,New York City,1087,429,2678,0,@DonaldShoup Here’s #housing with #cargobike #parking that I like https://t.co/GurZNoBuJX,"['housing', 'cargobike', 'parking']",926493394347622401
378,2021-04-26 18:16:13,ParkingZone,"Since 1987, Pacific Cascade/The ParkingZone™ has been committed to finding and producing essential products in order to help run a successful parking operation.","Vancouver, WA",581,875,1546,0,"If you’re looking for a quick loading, foldable A-Frame Sandwich Board Style Sidewalk Sign that rolls, you’ve found your match! The easy to use, portable and affordable sign comes in (3) styles to fit your needs.
https://t.co/T3ytHTN0Oc
#Style #Sidewalk #Board #Sign #Parking https://t.co/f5FNyA6SG8","['Style', 'Sidewalk', 'Board', 'Sign', 'Parking']",92336933
379,2021-04-26 18:12:15,adapacific,Information and Training on the Americans with Disabilities Act ( ADA )       1-800-949-4232 (Voice/TTY),"AZ, CA, HI, NV, Pacific Basin",1512,1655,3219,0,"(2 of 2) Check out this factsheet developed by @ADAinfo for an overview of minimum accessibility requirements for parking at buildings and facilities: https://t.co/W2TwchWXqn

#ADA #Accessibility #Access #Parking","['ADA', 'Accessibility', 'Access', 'Parking']",47707126
380,2021-04-26 18:12:15,adapacific,Information and Training on the Americans with Disabilities Act ( ADA )       1-800-949-4232 (Voice/TTY),"AZ, CA, HI, NV, Pacific Basin",1512,1655,3219,1,"(1 of 2) Accessible Parking

Under the #ADA, State and local government agencies that offer programs, services, or activities need to make sure that people with disabilities can gain access and participate in these activities.

#Access #Parking https://t.co/YiX1aknsl6","['ADA', 'Access', 'Parking']",47707126
381,2021-04-26 18:10:59,jvhpt,"President & Publisher of @ParkingToday Magazine, part of #ParkingTodayMedia, including the #ParkingIndustryExpo #PIE #Parknews.biz Website: https://t.co/4c1Y6Kr4AR","Los Angeles, California",520,1586,8593,1,"On https://t.co/bLYjZTOgQC: "" @SpotHero Launches In-Dash Parking Reservation App For Drivers on Android Auto"" - #parking #technology #mobility #transportation",['parking'],21655695
382,2021-04-26 18:06:22,bmurphypointman,#affiliate #affiliatemarketing #bitcoin #business  #cryptocurrency #doge #deals #discount #gifts #marketing #shopping #socialmedia #travel #twitter #webtalk,"Bay Area, CA",4823,69595,1047327,0,#linkedin #twitter #facebook #instagram #bitcoin #socialmedia #pinterest #discountoffer #dogecoin #deal #gift #gifts #giftideas #shop #shopping #shoppingonline #parking #airport Save Up To 70% For A Limited Time Only On #airportparking https://t.co/UsGkiUEntP,"['linkedin', 'twitter', 'facebook', 'instagram', 'bitcoin', 'socialmedia', 'pinterest', 'discountoffer', 'dogecoin', 'deal', 'gift', 'gifts', 'giftideas', 'shop', 'shopping', 'shoppingonline', 'parking', 'airport', 'airportparking']",617853906
383,2021-04-26 18:00:17,MBTA_Parking,"Tweeting weekday morning updates about @MBTA parking garages: Alewife, Beverly, Braintree, Route 128, Salem, Quincy Adams, Wonderland, and Woodland.","Boston, MA",2,2205,22137,0,"#Parking Availability @ 2:00 PM

Alewife: 2006 free spaces (14% full)
Beverly: 345 (14%)
Quincy Adams: 775 (1%)
Route 128: 2045 (6%)
Salem: 590 (12%)
Wonderland: 1262 (12%)
Woodland: 373 (30%)",['Parking'],999342579790557194
384,2021-04-26 17:47:05,CaFNottmCity,"Compliance & Fraud Officer in the @SafeNottm Parking Regulation & Compliance Team | Disabled Blue Badges, Parking Permits & more | Road Signs & Lines |","Nottingham, England",1245,1202,6328,3,"Complaint received recently about possible residential #parking permit misuse in a small scheme in @MyLeenValley

I worked with @REACTNottingham Officers today &amp; checked in detail 26 vehicles &amp; permits. 
2 penalties &amp; 3 warnings have been issued.

#YouAskedWeDid https://t.co/SLs5yTHwqz","['parking', 'YouAskedWeDid']",1304940086
385,2021-04-26 17:38:55,FlashParking,Powering the Parking Evolution,Austin,235,370,588,2,On https://t.co/bLYjZTOgQC and  #PTPlus:  @FlashParking  - A Lesson in Digital Transformation for Mobility - #parking #mobility #technology,"['PTPlus', 'parking']",777948016154030080
386,2021-04-26 17:34:11,parkingtoday,Parking Today: information resource 4 the parking mobility tech industry. Read more @ https://t.co/BcX4oeEBfc & https://t.co/AwwbjDJXD9 - Maintained by @astridambroziak,"Los Angeles, CA USA",1692,2740,13418,1,"On https://t.co/bLYjZTOgQC: "" @SpotHero Launches In-Dash Parking Reservation App For Drivers on Android Auto"" - #parking #technology #mobility #transportation","['parking', 'technology', 'mobility', 'transportation']",76926140
