,tweetcreatedts,username,description,location,following,followers,totaltweets,retweetcount,text,hashtags,userID
260,4/28/2021 12:00,T2SystemsInc,"T2 Systems delivers innovative, reliable parking technology solutions to thousands of parking professionals across North America.","Indianapolis, IN",185,1062,1331,0,"T2 has one of the most qualified and diverse #ProfessionalServices teams you will find in the #parking industry. We walk with you every step of the way to ensure a smooth transition into the #T2Community. 

ðŸ‘‰ https://t.co/WwdVGBFuBL https://t.co/eE7AaZEicU",#ProfessionalServices #parking #T2Community,45580672
261,4/28/2021 12:00,MBTA_Parking,"Tweeting weekday morning updates about @MBTA parking garages: Alewife, Beverly, Braintree, Route 128, Salem, Quincy Adams, Wonderland, and Woodland.","Boston, MA",2,2205,22162,0,"#Parking Availability @ 8:00 AM

Alewife: 2091 free spaces (10% full)
Beverly: 349 (13%)
Quincy Adams: 775 (1%)
Route 128: 2045 (6%)
Wonderland: 1304 (9%)
Woodland: 357 (33%)",#Parking,9.99E+17
262,4/28/2021 12:00,Carlo_DiLeo,"Not so Perfect Entrepreneur, Skier, PJ Fan, Owner of @spottersecurity","Toronto, Ontario",473,95,95,0,This @Avigilon 31MP #securitycamera has some serious digital zoom. Perfect for large #parking lots or a #logisticscompany with huge fenced in yard. https://t.co/t0ZtQ4K6iT,#securitycamera #parking #logisticscompany,537721263
263,4/28/2021 11:50,PSRltd,"Nationwide experts in the promotion, rental and management of private, residential and commercial parking, garages and car parks.",Manchester - 0161 401 4000,1804,647,9388,0,"https://t.co/uxmMdO03tm Now is the right timeâ€™ to reintroduce #parking charges, says #Dundee City #Council",#parking #Dundee #Council,175351371
264,4/28/2021 11:35,AutomaticSystem,"AUTOMATIC SYSTEMS, a world leader in the automation of secure entrance control, designs and manufactures pedestrian, vehicle and passenger access systems.",,757,494,673,3,"Combining speed, ease of use, and reliability, the BL 15 rising #barrier is ideal for controlling vehicle traffic in private and public #parking zones.
#accesscontrol #parkingmanagement #trafficmanagement #BL15 #barriers #manufacturer https://t.co/MxB409W2mT",#barrier #parking #accesscontrol #parkingmanagement #trafficmanagement #BL15 #barriers #manufacturer,1021662402
265,4/28/2021 11:31,_TheIPC,A progressive DVLA Accredited Trade Association (ATA) representing parking operators and consumers throughout the UK and beyond.,"Macclesfield, England",2167,501,1337,1,"""Change is the end result of all true learning."" The TDA is about to launch the new ""How to be a Successful Self-Ticketer"" course. Contact the TDA to find out more, along with info about our other ""(tru)e-learning"" courses for all #parking professionals.   https://t.co/3GmAcKBAtA https://t.co/ZHHK0HJp1B",#parking,1.04E+18
266,4/28/2021 11:30,MBTA_Parking,"Tweeting weekday morning updates about @MBTA parking garages: Alewife, Beverly, Braintree, Route 128, Salem, Quincy Adams, Wonderland, and Woodland.","Boston, MA",2,2205,22162,0,"#Parking Availability @ 7:30 AM

Alewife: 2124 free spaces (9% full)
Beverly: 344 (14%)
Quincy Adams: 775 (1%)
Route 128: 2045 (6%)
Wonderland: 1321 (8%)
Woodland: 395 (26%)",#Parking,9.99E+17
267,4/28/2021 11:15,Ridgewoodblog,the Ridgewood Blog News Wire (TRBW),"Ridgewood ,NJ",1951,1615,54101,0,"Village of #Ridgewood Updates #Parking Regulations
https://t.co/PKBdulrYIp",#Ridgewood #Parking,26369474
268,4/28/2021 11:06,bmurphypointman,#affiliate #affiliatemarketing #bitcoin #business  #cryptocurrency #doge #deals #discount #gifts #marketing #shopping #socialmedia #travel #twitter #webtalk,"Bay Area, CA",4826,69573,1048574,0,#linkedin #twitter #facebook #shoppingaddict #instagram #bitcoin #socialmedia #pinterest #dogecoin #deal #gift #gifts #giftideas #shop #shopping #shoppingonline #parking #airport Save Up To 70% For A Limited Time Only On #airportparking https://t.co/UsGkiUEntP,#linkedin #twitter #facebook #shoppingaddict #instagram #bitcoin #socialmedia #pinterest #dogecoin #deal #gift #gifts #giftideas #shop #shopping #shoppingonline #parking #airport #airportparking,617853906
269,4/28/2021 11:00,MBTA_Parking,"Tweeting weekday morning updates about @MBTA parking garages: Alewife, Beverly, Braintree, Route 128, Salem, Quincy Adams, Wonderland, and Woodland.","Boston, MA",2,2205,22162,0,"#Parking Availability @ 7:00 AM

Alewife: 2165 free spaces (7% full)
Beverly: 347 (13%)
Quincy Adams: 775 (1%)
Route 128: 2045 (6%)
Wonderland: 1347 (6%)
Woodland: 427 (20%)",#Parking,9.99E+17
270,4/28/2021 10:50,door_2_door,Top quality #ManWithVan #Removal #Delivery and #Storage services provided. 7 Days A Week. Local and Long Distance Fast Friendly and Reliable,"#London, #Beds, #Herts, #Bucks",631,315,1451,0,Ways to make your #house #move less stressful...We can (depending on local council policies &amp; with enough time) organise a #parking #suspension for your move day if youâ€™re on a #busy road with limited parking spaces. Call today &amp; get a #quote - 07768 220409. #stalbans #london https://t.co/nMuj3itfO8,#house #move #parking #suspension #busy #quote #stalbans #london,113315520
271,4/28/2021 10:50,FerrySecure,We fit and supply #twobars #parkingsensors #phonekits #secuirtytrackers #avmultimedia & Lots more! Call us today with your requirements (01553) 886 420,King's Lynn,528,419,1665,0,@ferrysecure as well as #Trackers #Parking #aids &amp; #Tow #Bars https://t.co/XNgzHH9ZHz for #proffesional  #sign #writing &amp; #roof #racks for your #vans 01553 886420 info@ferrysecure.co.uk https://t.co/BVarHCntfL,#Trackers #Parking #aids #Tow #Bars #proffesional #sign #writing #roof #racks #vans,863308855
272,4/28/2021 10:49,DataitSolutions,Web Design & Mobile App Development Company,"Ahmadabad,India",53,40,364,0,"@DataITSolutions serve clients nationwide and the time we need you to invest is minimal. Due to our experience in #Parking and #HighwayImprovementContractor #websitedesign and focus on the contracting industry, all it takes is a couple of phone calls or emails.

#design #Website https://t.co/taP2168O0K",#Parking #HighwayImprovementContractor #websitedesign #design #Website,1.17E+18
273,4/28/2021 10:30,MBTA_Parking,"Tweeting weekday morning updates about @MBTA parking garages: Alewife, Beverly, Braintree, Route 128, Salem, Quincy Adams, Wonderland, and Woodland.","Boston, MA",2,2205,22162,0,"#Parking Availability @ 6:30 AM

Alewife: 2208 free spaces (5% full)
Beverly: 346 (14%)
Quincy Adams: 775 (1%)
Route 128: 2045 (6%)
Wonderland: 1372 (4%)
Woodland: 482 (9%)",#Parking,9.99E+17
274,4/28/2021 10:09,MiddlewichPol,Official @cheshirepolice twitter account. This account is not monitored 24/7. For Non-Emergency Dial 101. In an Emergency Dial 999. #HereForYou,"Middlewich, England",31,353,855,0,"We have had numerous reports of vehicles parking inconsiderately on Cross lane, Middlewich.

â€¢Remember do not block drop curbs. 

We will be monitoring this.

#Middlewich #RoadSafety #Parking https://t.co/LEXZz3Kcjy",#Middlewich #RoadSafety #Parking,9.89E+17
275,4/28/2021 10:06,bmurphypointman,#affiliate #affiliatemarketing #bitcoin #business  #cryptocurrency #doge #deals #discount #gifts #marketing #shopping #socialmedia #travel #twitter #webtalk,"Bay Area, CA",4826,69573,1048574,0,#linkedin #twitter #shoppingaddict #facebook #instagram #bitcoin #socialmedia #pinterest #dogecoin #deal #gift #gifts #giftideas #shop #shopping #shoppingonline #parking #airport Save Up To 70% For A Limited Time Only On #airportparking https://t.co/UsGkiUEntP,#linkedin #twitter #shoppingaddict #facebook #instagram #bitcoin #socialmedia #pinterest #dogecoin #deal #gift #gifts #giftideas #shop #shopping #shoppingonline #parking #airport #airportparking,617853906
276,4/28/2021 10:04,ConnectSteven,"App Developer, Technical Writer and blogger who writes on #MobileTechnology. Currently working with #mobile #appdevelopment company.","New Jersey, USA",1073,1748,10704,0,"Want to build a #parking app? Hereâ€™s the complete guide on parking #appdevelopment, features to add, cost, and steps to develop a successful parking app. https://t.co/ofKVTXcx6u",#parking #appdevelopment,4428197352
277,4/28/2021 10:00,MBTA_Parking,"Tweeting weekday morning updates about @MBTA parking garages: Alewife, Beverly, Braintree, Route 128, Salem, Quincy Adams, Wonderland, and Woodland.","Boston, MA",2,2205,22162,0,"#Parking Availability @ 6:00 AM

Alewife: 2251 free spaces (4% full)
Beverly: 349 (13%)
Quincy Adams: 775 (1%)
Route 128: 2045 (6%)
Wonderland: 1390 (3%)
Woodland: 518 (3%)",#Parking,9.99E+17
278,4/28/2021 10:00,PayByPhone_UK,"The PayByPhone app makes parking easier, faster and more convenient. You donâ€™t need to carry coins and you can extend parking sessions from your phone.",United Kingdom,1606,2733,4956,0,"You can use PayByPhone to pay for parking in just 3 Simple Steps ðŸ…¿ï¸
1 - Park 
2 - Pay 
3 - Extend (if you need more time) 
Find out more: https://t.co/ST7Pux1gEz

#3simplesteps #Parking https://t.co/QVF3pC1ZoY",#3simplesteps #Parking,436714561
279,4/28/2021 9:54,d_wrzesinska,transportation engineer shaping tomorrowâ€™s #mobility ðŸ’­ðŸš€,"Brussels, Belgium",217,134,991,1,"To shake the #mobility in Belgium, @Vias_institute &amp; @BePark_eu  become #partners ðŸ¤ with merged expertise, we are excited to turn your #parking ðŸ…¿ï¸ into your best friend in changing your #corporatemobility ðŸš—ðŸš²ðŸ›µ

âž¡ï¸https://t.co/Nw2VJWFeiI",#mobility #partners #parking #corporatemobility,1.14E+18
280,4/28/2021 9:30,MBTA_Parking,"Tweeting weekday morning updates about @MBTA parking garages: Alewife, Beverly, Braintree, Route 128, Salem, Quincy Adams, Wonderland, and Woodland.","Boston, MA",2,2205,22162,0,"#Parking Availability @ 5:30 AM

Alewife: 2269 free spaces (3% full)
Beverly: 351 (12%)
Quincy Adams: 775 (1%)
Route 128: 2045 (6%)
Wonderland: 1406 (2%)
Woodland: 532 (0%)",#Parking,9.99E+17
282,4/28/2021 9:16,MBTA_Parking,"Tweeting weekday morning updates about @MBTA parking garages: Alewife, Beverly, Braintree, Route 128, Salem, Quincy Adams, Wonderland, and Woodland.","Boston, MA",2,2205,22162,0,"#Parking Availability @ 5:16 AM

Alewife: 2272 free spaces (3% full)
Beverly: 351 (12%)
Quincy Adams: 775 (1%)
Route 128: 2045 (6%)
Wonderland: 1409 (1%)
Woodland: 535 (0%)",#Parking,9.99E+17
283,4/28/2021 9:06,AllesUndNix_,"Retweet cool Stuff from around the World :-)

Thanks for Follow me..

Stay healthy ;-)","Baden-WÃ¼rttemberg, Deutschland",521,3831,172514,1,#linkedin #shoppingaddict #twitter #facebook #instagram #bitcoin #socialmedia #pinterest #dogecoin #deal #gift #gifts #giftideas #shop #shopping #shoppingonline #parking #airport Save Up To 70% For A Limited Time Only On #airportparking https://t.co/UsGkiUEntP,#linkedin #shoppingaddict #twitter #facebook #instagram #bitcoin #socialmedia #pinterest #dogecoin #deal #gift #gifts,1.19E+18
284,4/28/2021 9:06,bmurphypointman,#affiliate #affiliatemarketing #bitcoin #business  #cryptocurrency #doge #deals #discount #gifts #marketing #shopping #socialmedia #travel #twitter #webtalk,"Bay Area, CA",4826,69573,1048574,1,#linkedin #shoppingaddict #twitter #facebook #instagram #bitcoin #socialmedia #pinterest #dogecoin #deal #gift #gifts #giftideas #shop #shopping #shoppingonline #parking #airport Save Up To 70% For A Limited Time Only On #airportparking https://t.co/UsGkiUEntP,#linkedin #shoppingaddict #twitter #facebook #instagram #bitcoin #socialmedia #pinterest #dogecoin #deal #gift #gifts #giftideas #shop #shopping #shoppingonline #parking #airport #airportparking,617853906
285,4/28/2021 9:04,Space3Creative,"Signage, Graphics & Display for shops, offices, schools, businesses and much more!","Shipley, England",721,284,374,0,"Our new online safety signs catalogue has plenty of parking signs available to purchase https://t.co/X2Dxo53KID
#safetysignage #safetysigns #parking #parkingsigns #parkingsign #signage #graphics #display #carpark #signmaker  #shipley #saltaire #space3creative #space3 https://t.co/M0abqjnwmP",#safetysignage #safetysigns #parking #parkingsigns #parkingsign #signage #graphics #display #carpark #signmaker #shipley #saltaire #space3creative #space3,608100242
286,4/28/2021 8:48,QPark_UK,Welcome to Q-Park UK providing quality city parking.This account is monitored from 9am-5pm. Alternatively please contact us at https://t.co/1ApGtQoIRu.,United Kingdom,1032,6008,7313,1,"The team at Q-Park Deansgate North have done an amazing job transforming the look and feel of the car park with the addition of striking Q-Park red to the signage wall!

#Parking #ParkingNews #CarPark #Deansgate https://t.co/PE37Xk1bRR",#Parking #ParkingNews #CarPark #Deansgate,499837774
287,4/28/2021 8:23,BenBowskill,"Live in Bristol. Love outdoors stuff, swimming, music. Run a book group. OK on a SUP, rubbish on skateboard, worse at surfing. Work for @sustrans. Views my own.",Bristol,475,166,1119,0,Has anyone tried this with #cycle #parking spaces? https://t.co/X0VvwO5Zm4,#cycle #parking,1.22E+18
288,4/28/2021 8:15,JasonRushworth1,Philanthropy and Journalism.,Everywhere,222,234,1570,0,".

Plans submitted for development at Aldi in Barrow

https://t.co/AM5YSAM9Gz

#AldiSpringSummer21 #aldi #shoppingstar #RetailJobs  #economics101 #Barrow #Cumbria #parking 

@BBC_Cumbria 
@ITVborder 
@CFMRadioNews",#AldiSpringSummer21 #aldi #shoppingstar #RetailJobs #economics101 #Barrow #Cumbria #parking,330815661
289,4/28/2021 8:06,bmurphypointman,#affiliate #affiliatemarketing #bitcoin #business  #cryptocurrency #doge #deals #discount #gifts #marketing #shopping #socialmedia #travel #twitter #webtalk,"Bay Area, CA",4826,69573,1048574,0,#shoppingaddict #linkedin #twitter #facebook #instagram #bitcoin #socialmedia #pinterest #dogecoin #deal #gift #gifts #giftideas #shop #shopping #shoppingonline #parking #airport Save Up To 70% For A Limited Time Only On #airportparking https://t.co/UsGkiUEntP,#shoppingaddict #linkedin #twitter #facebook #instagram #bitcoin #socialmedia #pinterest #dogecoin #deal #gift #gifts #giftideas #shop #shopping #shoppingonline #parking #airport #airportparking,617853906
290,4/28/2021 8:05,KimZhan45851812,"Mixsen specialized in the design, manufacture of gas sensor&module (CO,O2,O3,combustible gas,toxic gas, voc, air quality and so on),  for different application.",China,143,9,87,0,"When the car does not stop in the #parking lot, it will produce a lot of toxic CO gas. In some domestic #underground garage air #environment monitoring systems, CO sensors can be installed to detect the concentration of CO in different areas of the garage in real time.
#mixsen https://t.co/JRFUS0EMgE",#parking #underground #environment #mixsen,1.38E+18
291,4/28/2021 7:21,ParkingReview,"The world's best parking news magazine. We also run events such as the British Parking Awards, Parking & Property and Traffic + Parking. Edited by Mark Moran.",London,1239,2918,64968,1,"If you find yourself receiving a #parking ticket and you're unsure on what to do, please find our helpful video below to help guide you ðŸ‘‡ https://t.co/cmqEuIwJcs #YouTube",#parking,2229871904
292,4/28/2021 7:21,ParkingReview,"The world's best parking news magazine. We also run events such as the British Parking Awards, Parking & Property and Traffic + Parking. Edited by Mark Moran.",London,1239,2918,64968,1,"Motorists receive #parking tickets by ignoring Ts&amp;Cs on parking signage. After receiving a parking ticket, the motorist should engage with the parking operator #asap. If motorists won't communicate, parking operators will have no choice but to take further action. #contract https://t.co/m70dPNx4JV",#parking,2229871904
293,4/28/2021 7:21,ParkingReview,"The world's best parking news magazine. We also run events such as the British Parking Awards, Parking & Property and Traffic + Parking. Edited by Mark Moran.",London,1239,2918,64968,3,It's only been 25 years since it became illegal for employers to discriminate against someone due to #disability. @_TheIPC is proud to work with @MrsFlipper1001 at @Peoples_parking to make sure that the #parking industry plays its part to see that no motorist is ever marginalised https://t.co/lpMLlPGdty,#disability,2229871904
294,4/28/2021 7:11,LugInvest,Investing | Distressed stocks | Value & Small Cap Investor | Stock Markets | Economics | Banking | Emerging Markets | IT & Technology,Munich,254,183,18893,3,"Learn how Sierra Wirelessâ€™ #Smart #Connectivity service delivers @FlowbirdG the secure, reliable #IoT #connectivity it needs for its smart #parking #solutions. Read our latest #blogpost to learn more: https://t.co/TDGWfyZaTQ https://t.co/P6R8K0Zppw",#Smart #Connectivity #IoT #connectivity,2353718293
295,4/28/2021 7:06,bmurphypointman,#affiliate #affiliatemarketing #bitcoin #business  #cryptocurrency #doge #deals #discount #gifts #marketing #shopping #socialmedia #travel #twitter #webtalk,"Bay Area, CA",4826,69573,1048574,0,#linkedin #twitter #facebook #instagram #bitcoin #socialmedia #pinterest #dogecoin #deal #gift #gifts #giftideas #shop #shopping #anniversarygift #shoppingonline #parking #airport Save Up To 70% For A Limited Time Only On #airportparking https://t.co/UsGkiUEntP,#linkedin #twitter #facebook #instagram #bitcoin #socialmedia #pinterest #dogecoin #deal #gift #gifts #giftideas #shop #shopping #anniversarygift #shoppingonline #parking #airport #airportparking,617853906
296,4/28/2021 6:31,waltongoodland,Chartered Surveyors providing specialist property consultancy services across the North. We're friendly approachable with expert knowledge to help assist you.,Carlisle,723,438,970,0,"ðŸš—PRIVATE CAR PARKING SPACES TO LETðŸš™
FOR FURTHER INFORMATION VISIT:
Portland Place - https://t.co/7DSNKAA9Zf
Sutton Yard - https://t.co/prb0iksrLz
#parking #carpark #penrith #CUMBRIA https://t.co/mZDZpVa90C",#parking #carpark #penrith #CUMBRIA,238746782
297,4/28/2021 6:06,bmurphypointman,#affiliate #affiliatemarketing #bitcoin #business  #cryptocurrency #doge #deals #discount #gifts #marketing #shopping #socialmedia #travel #twitter #webtalk,"Bay Area, CA",4826,69573,1048574,0,#linkedin #twitter #facebook #instagram #bitcoin #socialmedia #pinterest #dogecoin #deal #gift #gifts #giftideas #shop #anniversarygift #shopping #shoppingonline #parking #airport Save Up To 70% For A Limited Time Only On #airportparking https://t.co/UsGkiUEntP,#linkedin #twitter #facebook #instagram #bitcoin #socialmedia #pinterest #dogecoin #deal #gift #gifts #giftideas #shop #anniversarygift #shopping #shoppingonline #parking #airport #airportparking,617853906
298,4/28/2021 5:14,sonson_ch,"Follow me and give me your url/insta/snap... for some advertising.Merci.
https://t.co/4PreEgp2ze
Mention me=retweets 
https://t.co/VfAjAGIAtY","Nancy, France",16,1407,61163,1,#linkedin #twitter #facebook #instagram #bitcoin #socialmedia #pinterest #dogecoin #deal #gift #gifts #giftideas #anniversarygift #shop #shopping #shoppingonline #parking #airport Save Up To 70% For A Limited Time Only On #airportparking https://t.co/UsGkiUEntP,#linkedin #twitter #facebook #instagram #bitcoin #socialmedia #pinterest #dogecoin #deal #gift #gifts #giftideas,1.26E+18
299,4/28/2021 5:06,bmurphypointman,#affiliate #affiliatemarketing #bitcoin #business  #cryptocurrency #doge #deals #discount #gifts #marketing #shopping #socialmedia #travel #twitter #webtalk,"Bay Area, CA",4826,69573,1048574,1,#linkedin #twitter #facebook #instagram #bitcoin #socialmedia #pinterest #dogecoin #deal #gift #gifts #giftideas #anniversarygift #shop #shopping #shoppingonline #parking #airport Save Up To 70% For A Limited Time Only On #airportparking https://t.co/UsGkiUEntP,#linkedin #twitter #facebook #instagram #bitcoin #socialmedia #pinterest #dogecoin #deal #gift #gifts #giftideas #anniversarygift #shop #shopping #shoppingonline #parking #airport #airportparking,617853906
300,4/28/2021 4:08,Crysanne1,"Interests:travel,people,projects,business,film,voice-over,music,culture leadership,wildlife,health,sports, organic gardening/food,fashion,beach life.",Covering the Globe,4727,1524,57772,0,I will never complain about garage ever again after watching this video lol!  #MrBean #Driving #Parking #tinyhouse #Cars #Drivetime #Comedy #HouseHunters #Citylife #SFO #NYC #CPT #JNB #SYD #TravelTuesday https://t.co/2GMpEeITWF,#MrBean #Driving #Parking #tinyhouse #Cars #Drivetime #Comedy #HouseHunters #Citylife #SFO #NYC #CPT #JNB #SYD #TravelTuesday,32152763
301,4/28/2021 4:06,bmurphypointman,#affiliate #affiliatemarketing #bitcoin #business  #cryptocurrency #doge #deals #discount #gifts #marketing #shopping #socialmedia #travel #twitter #webtalk,"Bay Area, CA",4826,69573,1048574,0,#linkedin #twitter #facebook #instagram #bitcoin #socialmedia #pinterest #dogecoin #deal #gift #gifts #anniversarygift #giftideas #shop #shopping #shoppingonline #parking #airport Save Up To 70% For A Limited Time Only On #airportparking https://t.co/UsGkiUmM5f,#linkedin #twitter #facebook #instagram #bitcoin #socialmedia #pinterest #dogecoin #deal #gift #gifts #anniversarygift #giftideas #shop #shopping #shoppingonline #parking #airport #airportparking,617853906
302,4/28/2021 3:24,smartparktech,Smart Parking Limited (ASX:SPZ) is a world leading parking technology business providing effective parking management solutions around the world.,Global,1242,1431,1554,0,"Managing smart city services just got easier with our compliance management solution. By streamlining the ability to collect data, case lifecycles are efficiently enacted across parking &amp;other smart city services as well https://t.co/N00XBNkGqD
#smartcities #parking #IoT #carpark https://t.co/TjSHWMseuZ",#smartcities #parking #IoT #carpark,2884149671
303,4/28/2021 3:14,REACH_Au,REACHÂ® is a strategic technology accelerator program designed to partner with companies that are shaping the future and expanding their reach into real estate.,,145,189,324,1,"When it comes to attending your fav sporting event, finding a parking spot can be the least enjoyable part! @mosstyn17 @UbiPark talks to @SportsGeek on how their tech can create new revenue streams for sports and stadiums. https://t.co/0I7o8Zk7KQ #startupAus #parking",#startupAus #parking,1.14E+18
304,4/28/2021 3:06,bmurphypointman,#affiliate #affiliatemarketing #bitcoin #business  #cryptocurrency #doge #deals #discount #gifts #marketing #shopping #socialmedia #travel #twitter #webtalk,"Bay Area, CA",4826,69573,1048574,0,#linkedin #twitter #facebook #instagram #bitcoin #socialmedia #pinterest #dogecoin #deal #gift #anniversarygift #gifts #giftideas #shop #shopping #shoppingonline #parking #airport Save Up To 70% For A Limited Time Only On #airportparking https://t.co/UsGkiUEntP,#linkedin #twitter #facebook #instagram #bitcoin #socialmedia #pinterest #dogecoin #deal #gift #anniversarygift #gifts #giftideas #shop #shopping #shoppingonline #parking #airport #airportparking,617853906
305,4/28/2021 2:58,LouiseASaunders,"A reader, and watcher of life
No longer at the ABC","Hobart, Tasmania",3864,3581,12080,0,Hooray to Tas Ports for adding the Easy Park app! #Hobart @tas_ports #parking,#Hobart #parking,456344799
306,4/28/2021 2:30,MBTA_Parking,"Tweeting weekday morning updates about @MBTA parking garages: Alewife, Beverly, Braintree, Route 128, Salem, Quincy Adams, Wonderland, and Woodland.","Boston, MA",2,2205,22162,0,"#Parking Availability @ 10:30 PM

Alewife: 2276 free spaces (2% full)
Beverly: 354 (12%)
Quincy Adams: 775 (1%)
Route 128: 2045 (6%)
Wonderland: 1412 (1%)
Woodland: 534 (0%)",#Parking,9.99E+17
307,4/28/2021 2:18,sang_wen,"Silicon Valley Parking Guy  CEO & Co-Founder, https://t.co/lf5Xf8b9x4","San Francisco, CA USA",402,231,288,0,"New openings on Smarking sales team!!
https://t.co/E5rqaKDc2I
#sales #careeropportunities #growth #technology #parking #mobility #CommercialRealEstate #govtech",#sales #careeropportunities #growth #technology #parking #mobility #CommercialRealEstate #govtech,520729316
308,4/28/2021 2:06,bmurphypointman,#affiliate #affiliatemarketing #bitcoin #business  #cryptocurrency #doge #deals #discount #gifts #marketing #shopping #socialmedia #travel #twitter #webtalk,"Bay Area, CA",4826,69573,1048574,0,#linkedin #twitter #facebook #instagram #bitcoin #socialmedia #pinterest #dogecoin #deal #anniversarygift #gift #gifts #giftideas #shop #shopping #shoppingonline #parking #airport Save Up To 70% For A Limited Time Only On #airportparking https://t.co/UsGkiUEntP,#linkedin #twitter #facebook #instagram #bitcoin #socialmedia #pinterest #dogecoin #deal #anniversarygift #gift #gifts #giftideas #shop #shopping #shoppingonline #parking #airport #airportparking,617853906
309,4/28/2021 2:00,MBTA_Parking,"Tweeting weekday morning updates about @MBTA parking garages: Alewife, Beverly, Braintree, Route 128, Salem, Quincy Adams, Wonderland, and Woodland.","Boston, MA",2,2205,22162,0,"#Parking Availability @ 10:00 PM

Alewife: 2274 free spaces (3% full)
Beverly: 352 (12%)
Quincy Adams: 775 (1%)
Route 128: 2045 (6%)
Wonderland: 1408 (1%)
Woodland: 533 (0%)",#Parking,9.99E+17
310,4/28/2021 1:30,MBTA_Parking,"Tweeting weekday morning updates about @MBTA parking garages: Alewife, Beverly, Braintree, Route 128, Salem, Quincy Adams, Wonderland, and Woodland.","Boston, MA",2,2205,22162,0,"#Parking Availability @ 9:30 PM

Alewife: 2266 free spaces (3% full)
Beverly: 355 (11%)
Quincy Adams: 775 (1%)
Route 128: 2045 (6%)
Wonderland: 1406 (2%)
Woodland: 532 (0%)",#Parking,9.99E+17
311,4/28/2021 1:28,ConstantinVer,"I am just trying to connect the dots.ðŸ˜Š One city at a time. Founder of @citysmove but views are my own. Passionate about entrepreneurship, mobility & design.",,378,224,2567,10,"Hear Handshake cities talk about #cycle #parking ðŸš²ðŸ…¿ï¸ best practices in a webinar today!

ðŸ—£ï¸ @HelsinkiKymp ðŸ‡«ðŸ‡® &amp; @AmsterdamNL ðŸ‡³ðŸ‡± discuss their strategies.

ðŸ“† 27/4, 12:00-14:00 CET 
âœï¸ Sign up - https://t.co/L9d9VrOGQE

This is one not to be missed. https://t.co/AsBdLY7GML",#cycle #parking,3205704843
312,4/28/2021 1:06,bmurphypointman,#affiliate #affiliatemarketing #bitcoin #business  #cryptocurrency #doge #deals #discount #gifts #marketing #shopping #socialmedia #travel #twitter #webtalk,"Bay Area, CA",4826,69573,1048574,0,#linkedin #twitter #facebook #instagram #bitcoin #socialmedia #pinterest #dogecoin #anniversarygift #deal #gift #gifts #giftideas #shop #shopping #shoppingonline #parking #airport Save Up To 70% For A Limited Time Only On #airportparking https://t.co/UsGkiUEntP,#linkedin #twitter #facebook #instagram #bitcoin #socialmedia #pinterest #dogecoin #anniversarygift #deal #gift #gifts #giftideas #shop #shopping #shoppingonline #parking #airport #airportparking,617853906
313,4/28/2021 0:55,GraemePascoe,Director / Service engineer Prima Technologies.,"Brisbane, Australia",224,181,668,0,"Soon you'll be able to pay for parking directly in Google Maps. Love it when tech makes life easier

#GoogleMaps #parking #FutureTech https://t.co/C2TKP0PTHG",#GoogleMaps #parking #FutureTech,16071169
314,4/28/2021 0:54,SPPlusCareers,"SP+ (SP Plus) is a diverse provider of professional parking, ground transportation, facility maintenance, security, & event logistics services.  #Hiring #jobs",,126,809,1720,0,"Ever thought about a job in #parking? With over 4,000 locations across the US and Canada, SP + is looking for new team members in Houston, TX. Check out our Attendant - Driving opportunity. https://t.co/CTH5AqVOnC #CustomerService",#parking #CustomerService,9.28E+17
315,4/28/2021 0:30,MBTA_Parking,"Tweeting weekday morning updates about @MBTA parking garages: Alewife, Beverly, Braintree, Route 128, Salem, Quincy Adams, Wonderland, and Woodland.","Boston, MA",2,2205,22162,0,"#Parking Availability @ 8:30 PM

Alewife: 2261 free spaces (3% full)
Beverly: 351 (12%)
Quincy Adams: 775 (1%)
Route 128: 2045 (6%)
Wonderland: 1397 (2%)
Woodland: 531 (0%)",#Parking,9.99E+17
316,4/28/2021 0:06,bmurphypointman,#affiliate #affiliatemarketing #bitcoin #business  #cryptocurrency #doge #deals #discount #gifts #marketing #shopping #socialmedia #travel #twitter #webtalk,"Bay Area, CA",4826,69573,1048574,0,#linkedin #twitter #facebook #instagram #bitcoin #socialmedia #pinterest #anniversarygift #dogecoin #deal #gift #gifts #giftideas #shop #shopping #shoppingonline #parking #airport Save Up To 70% For A Limited Time Only On #airportparking https://t.co/UsGkiUEntP,#linkedin #twitter #facebook #instagram #bitcoin #socialmedia #pinterest #anniversarygift #dogecoin #deal #gift #gifts #giftideas #shop #shopping #shoppingonline #parking #airport #airportparking,617853906
317,4/28/2021 0:00,MBTA_Parking,"Tweeting weekday morning updates about @MBTA parking garages: Alewife, Beverly, Braintree, Route 128, Salem, Quincy Adams, Wonderland, and Woodland.","Boston, MA",2,2205,22162,0,"#Parking Availability @ 8:00 PM

Alewife: 2256 free spaces (3% full)
Beverly: 352 (12%)
Quincy Adams: 775 (1%)
Route 128: 2045 (6%)
Wonderland: 1385 (3%)
Woodland: 529 (1%)",#Parking,9.99E+17
318,4/28/2021 0:00,StackBicycles,"A Q&A site for people who build and repair bicycles, people who train cycling, or commute on bicycles",The Stack Exchange network,0,107,8871,0,What is the difference between a bike dock and a bike rack? https://t.co/r34CEuVXtq #parking,#parking,235808292
